*
***   BIN 1
*
1.15  0.132  0.120  63  59.4  15.3  13.0  
1.15  0.132  0.120  81  66.4  8.87  13.8  
1.14  0.132  0.120  99  82.6  7.63  5.74  
1.15  0.132  0.120  117  84.0  8.05  10.3  
1.15  0.132  0.120  135  43.0  5.96  5.67  
1.15  0.132  0.119  153  43.8  5.27  6.78  
1.15  0.131  0.120  171  49.7  6.17  4.18  
1.15  0.132  0.120  189  57.4  7.54  9.67  
1.15  0.132  0.119  207  61.5  6.21  5.64  
1.15  0.132  0.119  225  44.8  5.65  3.08  
1.15  0.132  0.120  243  70.0  8.43  1.76  
1.15  0.132  0.120  261  65.9  7.19  5.83  
1.15  0.132  0.120  279  59.9  7.93  6.32  
1.15  0.132  0.120  297  55.2  14.3  15.8  
1.15  0.132  0.175  63  67.8  16.0  25.0  
1.15  0.132  0.174  81  54.3  7.68  6.80  
1.15  0.132  0.175  99  65.4  6.97  7.17  
1.15  0.132  0.175  117  74.2  8.14  4.39  
1.15  0.132  0.175  135  62.3  6.92  2.20  
1.14  0.132  0.175  153  55.2  5.88  4.36  
1.15  0.132  0.174  171  47.7  6.49  2.40  
1.15  0.132  0.174  189  37.6  5.61  2.39  
1.15  0.132  0.175  207  52.2  5.70  0.80  
1.15  0.132  0.174  225  64.0  7.16  6.23  
1.15  0.132  0.174  243  54.1  7.23  3.71  
1.15  0.132  0.175  261  67.3  7.22  1.25  
1.15  0.132  0.174  279  72.6  9.23  7.14  
1.15  0.132  0.175  297  55.5  14.3  6.82  
1.15  0.132  0.249  45  46.6  19.0  7.20  
1.15  0.132  0.248  63  51.9  8.02  2.19  
1.15  0.132  0.248  81  53.9  5.05  3.80  
1.15  0.132  0.249  99  56.4  4.56  2.19  
1.15  0.132  0.248  117  53.8  4.82  0.55  
1.15  0.132  0.248  135  50.4  4.11  1.77  
1.15  0.132  0.249  153  37.4  3.30  3.43  
1.15  0.132  0.247  171  37.1  4.05  5.84  
1.15  0.132  0.248  189  33.2  3.46  2.15  
1.15  0.132  0.248  207  48.8  3.95  0.78  
1.15  0.132  0.248  225  43.4  4.03  4.55  
1.15  0.132  0.248  243  56.3  4.74  4.18  
1.15  0.132  0.249  261  57.6  4.50  2.41  
1.15  0.132  0.248  279  45.0  4.91  2.16  
1.15  0.132  0.249  297  54.4  8.21  0.56  
1.15  0.132  0.248  315  35.6  13.4  7.27  
1.15  0.132  0.349  63  31.1  4.81  3.31  
1.15  0.132  0.348  81  37.3  3.79  4.09  
1.15  0.132  0.348  99  42.7  3.82  3.22  
1.15  0.132  0.348  117  36.1  3.96  1.27  
1.15  0.132  0.348  135  36.7  3.41  1.10  
1.15  0.132  0.347  153  34.5  3.45  3.04  
1.15  0.132  0.347  171  24.3  3.37  3.61  
1.15  0.132  0.348  189  29.9  3.40  1.33  
1.15  0.132  0.348  207  27.2  2.96  2.44  
1.15  0.132  0.348  225  42.2  4.36  2.41  
1.15  0.132  0.348  243  40.9  3.80  1.18  
1.15  0.132  0.349  261  40.5  3.55  0.51  
1.15  0.132  0.349  279  36.3  3.96  1.00  
1.15  0.132  0.348  297  30.0  4.58  4.09  
1.15  0.132  0.348  315  39.1  9.22  6.92  
1.15  0.132  0.492  27  43.9  12.7  9.56  
1.15  0.132  0.492  45  22.3  3.37  2.91  
1.15  0.132  0.492  63  17.8  2.02  1.62  
1.15  0.132  0.493  81  26.2  2.01  1.65  
1.15  0.132  0.492  99  24.2  1.99  0.79  
1.15  0.132  0.493  117  23.8  2.35  1.95  
1.15  0.132  0.493  135  23.6  2.09  2.98  
1.15  0.132  0.492  153  20.7  2.20  1.54  
1.15  0.132  0.492  171  18.5  2.64  0.57  
1.15  0.132  0.493  189  16.1  2.03  0.30  
1.15  0.132  0.493  207  18.6  2.07  1.67  
1.15  0.132  0.493  225  24.7  2.56  1.86  
1.15  0.132  0.494  243  22.4  2.01  2.33  
1.15  0.132  0.492  261  23.4  1.89  3.12  
1.15  0.132  0.493  279  30.3  2.43  1.45  
1.15  0.132  0.491  297  17.9  1.98  2.80  
1.15  0.133  0.493  315  18.7  2.52  2.82  
1.15  0.132  0.492  333  30.5  10.2  14.6  
1.15  0.132  0.770  9  7.41  1.38  4.71  
1.15  0.132  0.772  27  11.0  1.16  2.40  
1.15  0.132  0.771  45  9.03  0.99  1.64  
1.15  0.132  0.770  63  11.7  1.01  1.18  
1.15  0.133  0.768  81  13.0  0.99  1.25  
1.15  0.133  0.768  99  16.8  1.33  0.68  
1.15  0.132  0.770  117  11.8  1.43  1.79  
1.15  0.132  0.772  135  10.1  1.60  1.82  
1.15  0.133  0.772  153  7.61  1.84  0.82  
1.15  0.132  0.772  171  5.59  1.98  0.49  
1.15  0.132  0.772  189  8.99  2.06  0.73  
1.15  0.132  0.772  207  11.3  2.09  1.97  
1.15  0.132  0.769  225  7.80  1.62  0.15  
1.15  0.132  0.768  243  12.3  1.30  1.10  
1.15  0.132  0.767  261  11.1  1.03  0.23  
1.15  0.133  0.770  279  13.7  1.19  0.47  
1.15  0.133  0.770  297  10.9  0.90  0.65  
1.15  0.132  0.769  315  10.8  0.89  1.10  
1.15  0.133  0.770  333  12.1  1.28  1.86  
1.15  0.132  0.772  351  11.3  2.00  1.41  
1.15  0.133  1.204  9  3.11  0.45  0.70  
1.15  0.133  1.208  27  5.30  0.58  1.26  
1.15  0.133  1.206  45  7.61  0.83  1.07  
1.15  0.133  1.202  63  5.88  0.67  0.66  
1.16  0.133  1.199  81  6.11  0.80  0.61  
1.15  0.133  1.200  99  6.77  1.35  1.06  
1.16  0.133  1.204  117  12.7  3.82  1.44  
1.15  0.133  1.203  261  4.52  1.10  0.05  
1.15  0.133  1.201  279  6.82  0.98  0.49  
1.15  0.133  1.203  297  6.42  0.66  0.96  
1.15  0.133  1.207  315  5.82  0.55  0.95  
1.15  0.133  1.204  333  4.76  0.57  0.88  
1.15  0.133  1.208  351  4.03  0.58  0.53  
1.16  0.134  1.709  9  2.91  0.44  0.51  
1.16  0.133  1.708  27  2.55  0.42  0.10  
1.16  0.133  1.708  45  2.98  0.68  0.13  
1.16  0.133  1.706  63  3.50  0.97  0.49  
1.16  0.134  1.704  81  8.13  3.64  1.38  
1.16  0.133  1.711  171  1.74  0.62  0.41  
1.16  0.133  1.713  189  0.80  0.33  0.17  
1.16  0.133  1.716  297  3.05  0.92  1.06  
1.15  0.133  1.708  315  4.52  0.70  0.99  
1.16  0.133  1.704  333  2.87  0.51  0.18  
1.15  0.133  1.711  351  1.88  0.39  0.38  
*
***   BIN 2
*
1.38  0.169  0.120  27  40.2  11.1  9.82  
1.37  0.168  0.120  45  50.8  7.84  9.48  
1.38  0.169  0.120  63  65.5  8.25  12.3  
1.38  0.169  0.120  81  71.3  7.16  8.22  
1.38  0.169  0.120  99  73.9  6.54  4.55  
1.37  0.168  0.120  117  73.3  7.60  6.74  
1.38  0.169  0.120  135  66.0  8.01  6.91  
1.38  0.169  0.120  153  52.1  5.97  1.79  
1.38  0.169  0.120  171  44.2  6.67  5.89  
1.38  0.169  0.119  189  36.6  5.78  4.90  
1.38  0.169  0.119  207  43.7  5.55  4.47  
1.38  0.169  0.119  225  43.3  6.18  5.72  
1.38  0.169  0.119  243  63.9  7.80  7.23  
1.38  0.169  0.120  261  60.5  6.08  7.03  
1.38  0.169  0.120  279  66.0  6.85  1.43  
1.38  0.169  0.120  297  74.8  9.00  3.29  
1.38  0.169  0.120  315  61.1  9.22  9.05  
1.38  0.169  0.120  333  92.9  16.4  30.2  
1.38  0.169  0.175  27  36.6  14.9  0.51  
1.38  0.169  0.175  45  57.4  9.84  4.64  
1.37  0.169  0.174  63  56.5  7.91  9.06  
1.38  0.169  0.175  81  81.2  7.38  7.99  
1.38  0.169  0.174  99  83.2  6.91  6.81  
1.38  0.169  0.175  117  73.4  7.87  1.29  
1.38  0.169  0.175  135  63.7  7.30  7.64  
1.38  0.169  0.175  153  44.1  5.79  9.60  
1.38  0.169  0.174  171  45.0  7.03  1.47  
1.38  0.169  0.175  189  38.0  5.93  6.94  
1.38  0.169  0.175  207  59.5  6.65  9.98  
1.38  0.169  0.175  225  54.4  7.15  12.0  
1.38  0.169  0.175  243  50.2  6.38  5.03  
1.38  0.169  0.174  261  71.7  6.52  8.32  
1.38  0.169  0.175  279  76.8  7.39  8.51  
1.38  0.169  0.175  297  77.0  9.01  4.88  
1.38  0.169  0.174  315  68.7  10.9  3.86  
1.38  0.169  0.175  333  43.8  19.6  14.6  
1.38  0.169  0.248  45  50.6  7.46  5.02  
1.38  0.169  0.248  63  55.5  5.29  5.30  
1.38  0.169  0.248  81  69.4  4.50  4.51  
1.38  0.169  0.249  99  65.0  4.24  4.67  
1.38  0.169  0.249  117  68.1  5.37  3.21  
1.38  0.169  0.248  135  55.2  4.42  3.38  
1.38  0.169  0.248  153  45.5  4.28  3.14  
1.38  0.169  0.248  171  32.2  4.42  3.52  
1.38  0.169  0.248  189  34.0  4.04  1.13  
1.38  0.169  0.248  207  41.3  4.05  1.66  
1.38  0.169  0.248  225  49.4  4.75  2.50  
1.38  0.169  0.249  243  57.4  4.43  1.69  
1.37  0.169  0.249  261  57.8  4.02  5.46  
1.38  0.169  0.249  279  71.3  4.98  3.97  
1.38  0.169  0.248  297  60.3  5.27  2.33  
1.38  0.169  0.248  315  69.9  7.86  12.1  
1.38  0.169  0.349  45  35.6  5.70  9.62  
1.38  0.169  0.349  63  45.9  4.32  3.37  
1.38  0.169  0.349  81  51.5  3.75  3.88  
1.38  0.169  0.349  99  49.8  3.88  2.66  
1.38  0.169  0.349  117  47.6  4.63  1.79  
1.38  0.169  0.349  135  38.9  4.12  1.19  
1.38  0.169  0.348  153  24.6  3.62  1.68  
1.38  0.169  0.347  171  35.9  5.83  7.86  
1.38  0.169  0.348  189  29.3  4.58  3.82  
1.38  0.169  0.349  207  34.4  4.27  2.76  
1.38  0.169  0.349  225  34.8  4.38  2.23  
1.38  0.169  0.349  243  43.1  3.78  2.75  
1.38  0.169  0.349  261  57.9  4.04  2.40  
1.38  0.169  0.349  279  46.7  3.95  2.26  
1.38  0.169  0.349  297  48.2  4.29  2.44  
1.38  0.169  0.349  315  54.3  6.27  2.34  
1.38  0.169  0.492  27  21.9  6.92  9.97  
1.38  0.169  0.494  45  20.1  2.40  2.26  
1.38  0.169  0.495  63  29.9  2.28  3.21  
1.38  0.169  0.494  81  35.4  2.18  2.27  
1.38  0.169  0.494  99  35.5  2.46  4.00  
1.38  0.169  0.494  117  35.6  3.27  3.55  
1.38  0.169  0.493  135  25.6  3.00  1.85  
1.38  0.169  0.494  153  28.9  4.08  3.65  
1.38  0.169  0.494  171  21.5  4.07  0.27  
1.38  0.169  0.492  189  22.9  3.76  2.39  
1.38  0.169  0.492  207  23.6  3.41  1.99  
1.38  0.169  0.494  225  26.1  3.46  1.89  
1.38  0.169  0.493  243  31.9  2.74  1.45  
1.38  0.169  0.494  261  32.8  2.25  0.99  
1.38  0.169  0.494  279  31.2  2.33  2.17  
1.38  0.169  0.495  297  29.5  2.11  4.18  
1.38  0.169  0.494  315  26.9  2.31  2.24  
1.38  0.169  0.492  333  32.0  8.87  5.59  
1.38  0.170  0.775  9  20.0  3.85  8.43  
1.38  0.170  0.771  27  12.6  1.36  1.56  
1.38  0.170  0.770  45  14.4  1.16  1.80  
1.38  0.170  0.771  63  14.1  1.05  2.03  
1.38  0.170  0.771  81  18.2  1.20  0.58  
1.38  0.170  0.771  99  16.3  1.56  1.38  
1.38  0.169  0.770  117  14.0  2.21  1.02  
1.38  0.169  0.775  135  13.3  3.14  0.17  
1.38  0.169  0.773  153  16.3  4.71  5.12  
1.38  0.169  0.774  189  19.1  4.49  1.32  
1.38  0.169  0.775  207  5.13  1.94  1.07  
1.38  0.169  0.774  225  24.6  4.73  3.23  
1.38  0.170  0.773  243  12.7  2.03  0.40  
1.38  0.170  0.771  261  15.2  1.47  1.26  
1.38  0.170  0.773  279  17.7  1.35  0.76  
1.38  0.170  0.773  297  17.8  1.08  1.14  
1.38  0.170  0.773  315  13.6  0.94  2.15  
1.38  0.170  0.770  333  12.4  1.39  2.01  
1.38  0.169  0.774  351  17.4  4.22  6.25  
1.38  0.170  1.213  9  3.78  0.50  0.81  
1.38  0.170  1.209  27  6.12  0.61  1.11  
1.38  0.170  1.209  45  6.24  0.68  0.58  
1.38  0.170  1.206  63  8.52  0.84  0.51  
1.38  0.170  1.207  81  10.1  1.25  0.12  
1.38  0.170  1.209  99  9.53  2.19  1.15  
1.38  0.170  1.212  153  13.4  5.47  0.80  
1.38  0.169  1.207  171  2.45  0.87  0.53  
1.38  0.170  1.210  189  2.80  0.70  0.68  
1.38  0.169  1.212  207  4.89  1.36  0.68  
1.38  0.170  1.206  261  9.17  2.37  2.27  
1.38  0.170  1.210  279  8.75  1.32  1.14  
1.38  0.170  1.204  297  8.07  0.73  0.57  
1.38  0.170  1.206  315  6.40  0.57  0.90  
1.38  0.170  1.207  333  5.64  0.63  0.48  
1.38  0.170  1.209  351  4.70  0.65  0.78  
1.38  0.171  1.710  9  1.06  0.24  0.26  
1.39  0.170  1.712  27  3.98  0.53  0.41  
1.38  0.171  1.709  45  2.28  0.55  0.13  
1.38  0.171  1.705  63  6.10  1.76  4.58  
1.38  0.170  1.706  117  1.80  0.74  0.58  
1.38  0.170  1.713  135  1.72  0.65  0.30  
1.38  0.170  1.714  153  6.98  2.47  0.94  
1.38  0.170  1.713  171  1.54  0.44  0.42  
1.38  0.170  1.716  189  1.66  0.36  0.15  
1.38  0.170  1.710  207  1.29  0.43  0.32  
1.38  0.170  1.715  225  3.81  1.70  0.96  
1.38  0.170  1.710  243  4.21  1.27  1.90  
1.38  0.170  1.705  297  4.24  1.41  1.96  
1.38  0.170  1.713  315  2.39  0.47  0.38  
1.38  0.170  1.711  333  1.98  0.43  0.46  
1.38  0.170  1.710  351  2.45  0.40  0.79  
*
***  BIN 3
*
1.48  0.204  0.121  279  165.  74.0  74.3  
1.48  0.204  0.119  315  89.7  40.2  67.4  
1.48  0.204  0.175  45  129.  58.0  11.0  
1.48  0.203  0.177  81  171.  60.7  53.3  
1.48  0.203  0.174  99  117.  52.6  14.5  
1.48  0.204  0.173  297  137.  61.3  24.0  
1.48  0.204  0.245  45  83.2  34.0  43.3  
1.48  0.204  0.249  63  61.0  27.3  8.49  
1.48  0.203  0.248  81  72.9  27.6  4.07  
1.48  0.203  0.248  99  153.  41.1  22.9  
1.48  0.204  0.248  243  110.  41.6  10.7  
1.48  0.204  0.251  261  105.  37.2  5.65  
1.48  0.204  0.248  279  120.  45.5  6.90  
1.48  0.204  0.248  297  137.  39.7  7.13  
1.48  0.204  0.249  315  96.2  36.4  12.2  
1.48  0.204  0.352  81  93.4  35.3  3.08  
1.48  0.204  0.349  99  90.1  36.8  7.61  
1.48  0.204  0.351  279  79.7  35.7  9.73  
1.48  0.204  0.350  315  76.7  31.3  7.06  
1.48  0.204  0.496  45  40.1  16.4  1.82  
1.48  0.204  0.499  63  33.1  12.5  2.38  
1.48  0.204  0.499  81  21.5  9.63  6.37  
1.48  0.203  0.497  297  54.0  18.0  29.6  
1.48  0.204  0.495  315  50.6  16.9  11.4  
1.48  0.203  0.766  45  17.0  7.61  1.60  
1.48  0.204  0.767  315  19.9  7.06  2.59  
*
***  BIN 4
*
1.61  0.186  0.120  27  82.1  29.0  0.84  
1.61  0.187  0.120  45  30.9  9.78  9.17  
1.61  0.186  0.120  63  54.4  11.1  8.58  
1.61  0.187  0.120  81  58.7  9.28  9.67  
1.61  0.186  0.120  99  52.9  7.33  3.00  
1.61  0.186  0.120  117  59.7  8.90  5.27  
1.60  0.186  0.119  135  38.3  7.37  7.35  
1.61  0.186  0.120  153  31.1  5.67  2.10  
1.61  0.186  0.120  171  37.8  7.15  9.40  
1.61  0.186  0.119  189  31.1  6.63  4.81  
1.61  0.186  0.120  207  39.5  6.58  8.80  
1.61  0.186  0.119  225  38.4  7.25  5.99  
1.61  0.187  0.120  243  43.7  7.99  8.25  
1.61  0.187  0.120  261  49.8  8.09  3.53  
1.61  0.187  0.120  279  59.4  9.05  5.15  
1.61  0.186  0.120  297  67.3  12.5  14.4  
1.61  0.187  0.121  315  33.8  9.76  7.84  
1.60  0.186  0.119  333  80.3  23.2  17.4  
1.61  0.186  0.174  45  46.3  14.0  19.5  
1.61  0.187  0.175  63  66.2  11.5  14.3  
1.61  0.187  0.174  81  58.4  8.35  10.1  
1.61  0.187  0.175  99  54.4  6.96  8.47  
1.61  0.187  0.175  117  68.3  9.97  0.87  
1.61  0.186  0.175  135  49.2  8.44  11.9  
1.61  0.187  0.174  153  52.3  8.37  9.82  
1.61  0.186  0.175  171  33.2  7.62  4.94  
1.61  0.187  0.175  189  44.4  8.11  4.08  
1.61  0.187  0.175  207  52.1  7.45  9.77  
1.61  0.186  0.174  225  48.7  8.60  0.78  
1.61  0.187  0.175  243  58.4  9.12  3.51  
1.61  0.187  0.175  261  63.1  8.08  9.10  
1.61  0.187  0.175  279  52.9  8.07  1.16  
1.61  0.187  0.175  297  74.4  11.8  15.9  
1.60  0.186  0.174  315  74.0  17.9  13.2  
1.61  0.186  0.247  45  54.0  11.3  16.4  
1.61  0.187  0.249  63  37.8  5.34  9.44  
1.61  0.186  0.249  81  54.0  5.19  5.79  
1.61  0.187  0.248  99  51.2  4.80  3.43  
1.61  0.186  0.248  117  55.7  5.90  5.71  
1.61  0.186  0.249  135  41.5  4.82  6.15  
1.61  0.186  0.248  153  36.1  4.48  5.93  
1.61  0.187  0.248  171  35.2  5.49  0.41  
1.61  0.187  0.248  189  37.9  4.93  0.39  
1.61  0.187  0.249  207  33.0  4.20  1.05  
1.61  0.186  0.248  225  48.4  5.44  5.13  
1.61  0.186  0.248  243  54.0  5.48  6.04  
1.61  0.187  0.249  261  60.4  5.07  2.08  
1.60  0.186  0.247  279  44.8  5.11  3.11  
1.61  0.186  0.249  297  56.5  6.36  0.83  
1.61  0.187  0.248  315  62.7  10.6  4.67  
1.61  0.187  0.350  45  37.1  8.30  3.69  
1.61  0.187  0.348  63  39.5  5.06  4.65  
1.61  0.186  0.348  81  41.3  4.20  2.48  
1.61  0.187  0.350  99  49.1  4.73  0.56  
1.61  0.187  0.349  117  34.0  4.54  5.07  
1.61  0.187  0.348  135  45.6  5.16  6.93  
1.61  0.187  0.348  153  32.7  4.58  1.39  
1.61  0.187  0.347  171  27.7  5.05  2.35  
1.61  0.187  0.348  189  39.7  5.45  3.09  
1.61  0.187  0.347  207  29.8  4.22  0.38  
1.61  0.187  0.349  225  28.0  4.22  0.60  
1.61  0.187  0.350  243  45.2  4.84  5.01  
1.61  0.187  0.349  261  48.6  4.70  3.32  
1.61  0.186  0.349  279  46.7  4.92  1.30  
1.61  0.187  0.348  297  32.2  4.19  0.75  
1.61  0.187  0.349  315  42.4  7.74  2.10  
1.61  0.187  0.493  45  28.2  3.83  8.14  
1.61  0.187  0.494  63  26.7  2.72  2.79  
1.61  0.187  0.495  81  29.7  2.50  2.21  
1.61  0.187  0.495  99  29.7  2.73  1.15  
1.61  0.187  0.495  117  27.5  2.97  3.58  
1.61  0.187  0.492  135  19.7  2.57  1.88  
1.61  0.187  0.494  153  20.7  3.06  0.39  
1.61  0.187  0.493  171  21.6  3.81  1.59  
1.61  0.187  0.494  189  19.3  3.12  1.98  
1.61  0.187  0.494  207  20.4  2.94  4.62  
1.61  0.187  0.493  225  26.5  3.29  0.76  
1.61  0.187  0.494  243  23.0  2.56  1.81  
1.61  0.187  0.494  261  29.9  2.64  2.23  
1.61  0.187  0.493  279  29.6  2.65  1.98  
1.61  0.187  0.494  297  27.4  2.57  2.34  
1.61  0.187  0.494  315  29.6  3.26  3.91  
1.61  0.187  0.773  9  17.4  6.15  3.25  
1.61  0.187  0.774  27  12.5  1.90  2.09  
1.61  0.187  0.774  45  14.7  1.43  1.62  
1.61  0.187  0.773  63  12.3  1.26  1.89  
1.61  0.187  0.775  81  16.9  1.38  0.44  
1.61  0.187  0.775  99  17.3  1.71  0.66  
1.61  0.187  0.776  117  13.4  1.95  1.45  
1.61  0.187  0.774  135  12.9  2.44  1.60  
1.61  0.187  0.776  153  12.7  3.40  1.71  
1.61  0.187  0.775  171  11.7  4.43  2.24  
1.61  0.187  0.773  189  5.50  2.46  0.18  
1.61  0.187  0.774  207  13.0  3.36  3.72  
1.61  0.187  0.774  225  15.9  3.07  0.66  
1.61  0.187  0.774  243  14.1  1.81  0.69  
1.61  0.187  0.776  261  14.8  1.50  0.95  
1.61  0.187  0.773  279  13.2  1.32  1.06  
1.61  0.187  0.775  297  13.7  1.17  1.11  
1.61  0.187  0.774  315  14.0  1.21  1.61  
1.61  0.186  0.772  333  13.4  2.09  2.90  
1.61  0.187  0.774  351  31.7  8.19  8.30  
1.61  0.187  1.208  9  5.06  0.75  1.12  
1.61  0.187  1.209  27  5.40  0.74  0.41  
1.61  0.187  1.209  45  5.85  0.79  0.29  
1.61  0.187  1.210  63  7.07  0.87  1.00  
1.61  0.187  1.210  81  7.77  1.05  0.12  
1.61  0.187  1.209  99  7.83  1.90  0.19  
1.61  0.187  1.214  171  4.26  1.90  0.25  
1.61  0.187  1.218  189  4.33  1.37  0.44  
1.61  0.187  1.211  207  7.82  2.61  1.75  
1.61  0.187  1.212  243  12.4  5.07  2.93  
1.61  0.187  1.208  261  3.18  1.12  0.24  
1.61  0.187  1.210  279  5.96  1.07  0.92  
1.61  0.187  1.210  297  7.20  0.84  0.61  
1.61  0.187  1.208  315  5.23  0.64  0.67  
1.61  0.187  1.214  333  5.37  0.77  0.96  
1.61  0.187  1.214  351  2.55  0.59  0.51  
1.61  0.187  1.716  9  2.06  0.41  0.09  
1.61  0.187  1.713  27  2.83  0.50  0.31  
1.61  0.187  1.714  45  3.01  0.67  0.32  
1.61  0.187  1.710  63  3.71  1.07  0.47  
1.61  0.188  1.710  117  5.24  1.98  0.71  
1.61  0.187  1.710  189  1.42  0.50  0.66  
1.61  0.187  1.712  243  3.99  1.79  0.87  
1.61  0.187  1.713  297  1.88  0.77  0.30  
1.61  0.188  1.716  315  2.61  0.57  0.48  
1.61  0.188  1.716  333  2.83  0.56  0.26  
1.61  0.187  1.715  351  2.10  0.51  0.25  
*
*** BIN 5
*
1.75  0.223  0.121  9  42.6  6.91  2.10  
1.74  0.223  0.120  27  47.9  5.54  8.25  
1.74  0.223  0.120  45  55.3  5.70  13.3  
1.75  0.223  0.120  63  51.7  5.78  11.1  
1.74  0.223  0.120  81  51.4  5.22  0.81  
1.74  0.223  0.120  99  54.0  4.57  7.36  
1.75  0.223  0.120  117  47.1  4.78  7.74  
1.74  0.223  0.119  135  51.3  6.01  5.00  
1.75  0.223  0.120  153  43.2  5.05  1.62  
1.75  0.223  0.120  171  52.4  7.49  6.78  
1.74  0.223  0.120  189  29.7  5.83  3.92  
1.75  0.223  0.120  207  35.3  4.94  1.84  
1.74  0.223  0.120  225  56.0  7.05  4.43  
1.74  0.223  0.120  243  40.9  4.70  3.22  
1.74  0.223  0.120  261  53.0  4.90  5.36  
1.75  0.223  0.120  279  46.3  5.45  3.95  
1.74  0.223  0.120  297  54.6  6.30  9.23  
1.74  0.223  0.120  315  49.1  5.12  8.34  
1.75  0.223  0.120  333  45.4  5.43  4.67  
1.75  0.223  0.120  351  39.3  6.55  7.97  
1.75  0.223  0.175  9  55.8  9.04  12.0  
1.75  0.223  0.175  27  45.5  6.08  0.68  
1.74  0.223  0.175  45  56.7  5.88  5.99  
1.74  0.223  0.175  63  62.0  6.32  6.62  
1.75  0.223  0.175  81  70.8  6.07  11.1  
1.74  0.223  0.174  99  85.2  6.51  7.03  
1.74  0.223  0.175  117  61.7  6.36  5.78  
1.74  0.223  0.175  135  41.2  5.95  4.58  
1.75  0.223  0.175  153  35.7  5.51  3.62  
1.75  0.223  0.175  171  44.8  7.80  0.50  
1.74  0.223  0.174  189  30.8  5.94  3.56  
1.74  0.223  0.175  207  41.0  5.86  5.65  
1.75  0.223  0.175  225  42.9  6.46  2.84  
1.74  0.223  0.175  243  51.8  5.76  8.76  
1.74  0.223  0.175  261  69.2  6.00  2.36  
1.74  0.223  0.174  279  82.3  7.30  3.57  
1.74  0.223  0.175  297  77.5  7.07  4.17  
1.74  0.223  0.175  315  57.8  5.51  9.82  
1.74  0.223  0.175  333  48.7  6.18  4.43  
1.74  0.223  0.175  351  37.3  7.78  8.22  
1.75  0.223  0.248  9  23.0  6.39  4.75  
1.75  0.224  0.249  27  45.5  5.09  8.48  
1.75  0.223  0.249  45  49.2  3.96  3.07  
1.74  0.223  0.248  63  75.5  4.59  8.16  
1.74  0.223  0.248  81  72.1  3.90  3.85  
1.74  0.223  0.249  99  63.9  3.79  2.79  
1.75  0.223  0.248  117  53.0  4.63  3.91  
1.74  0.223  0.249  135  41.7  4.66  0.60  
1.75  0.223  0.249  153  34.9  4.54  2.18  
1.74  0.223  0.248  171  42.0  6.32  1.68  
1.74  0.223  0.249  189  40.8  5.61  2.67  
1.74  0.223  0.248  207  41.4  4.75  1.12  
1.75  0.223  0.249  225  50.1  5.41  4.98  
1.75  0.223  0.249  243  50.3  4.16  2.87  
1.74  0.223  0.249  261  63.0  3.89  2.38  
1.74  0.223  0.248  279  69.3  4.41  4.49  
1.75  0.223  0.249  297  69.8  4.16  7.94  
1.74  0.223  0.248  315  54.6  3.73  5.28  
1.74  0.223  0.249  333  35.6  4.56  9.40  
1.75  0.223  0.248  351  35.8  8.69  8.69  
1.74  0.223  0.349  27  35.0  5.84  4.89  
1.74  0.223  0.350  45  41.7  3.70  5.53  
1.74  0.223  0.349  63  51.3  3.61  4.00  
1.75  0.223  0.350  81  62.6  3.49  4.98  
1.75  0.223  0.350  99  48.6  3.39  2.45  
1.75  0.223  0.349  117  42.5  4.51  3.07  
1.74  0.223  0.348  135  41.9  5.70  12.2  
1.74  0.223  0.348  153  20.5  4.28  2.94  
1.75  0.224  0.349  171  31.4  6.16  4.00  
1.75  0.223  0.348  189  33.3  5.89  0.81  
1.74  0.223  0.349  207  29.1  4.92  7.44  
1.75  0.223  0.350  225  33.1  4.78  0.62  
1.75  0.223  0.350  243  42.5  3.95  0.53  
1.74  0.223  0.349  261  55.5  3.80  2.26  
1.74  0.223  0.349  279  61.0  3.93  3.39  
1.75  0.223  0.349  297  53.0  3.31  3.36  
1.75  0.223  0.349  315  46.3  3.37  3.80  
1.74  0.223  0.349  333  41.7  6.29  4.76  
