     1.166     0.133     0.350 135.    16.950     6.411     2.255
     1.166     0.133     0.350 153.    16.091     6.478     3.365
     1.166     0.133     0.349 171.    23.396     9.556     7.401
     1.166     0.133     0.350 189.    24.589     8.696     3.035
     1.166     0.133     0.350 207.     7.756     4.356     4.090
     1.166     0.133     0.350 225.    19.290     7.880     3.872
     1.166     0.133     0.350 243.     9.234     4.617     0.971
     1.166     0.133     0.350 261.    15.403     5.445     3.337
     1.166     0.133     0.350 279.    18.048     6.381     3.111
     1.166     0.133     0.349 315.    12.241     4.996     2.578
     1.166     0.133     0.349 333.    17.061     6.451     4.686
     1.165     0.133     0.349 351.     9.825     5.672     2.946
     1.166     0.133     0.500   9.    11.758     3.718     0.773
     1.166     0.133     0.500  27.     8.843     2.948     0.530
     1.165     0.133     0.499  45.     9.906     3.301     1.611
     1.166     0.133     0.500  63.    11.311     3.576     2.171
     1.166     0.133     0.500  81.     8.125     2.707     1.789
     1.166     0.133     0.499  99.    14.332     3.829     1.557
     1.166     0.133     0.500 117.    11.489     4.291     1.781
     1.166     0.133     0.499 135.     7.442     2.956     2.629
     1.166     0.133     0.500 153.     9.906     3.743     0.715
     1.166     0.133     0.499 171.    10.226     4.573     2.478
     1.166     0.133     0.500 189.     7.359     3.005     1.222
     1.166     0.133     0.499 207.     3.934     2.209     3.602
     1.166     0.133     0.500 225.    17.873     5.655     2.618
     1.166     0.133     0.499 243.     3.850     2.163     4.566
     1.166     0.133     0.500 261.    25.815     5.064     1.821
     1.166     0.133     0.499 279.    13.450     4.055     0.820
     1.166     0.133     0.500 297.    11.407     3.412     2.163
     1.165     0.133     0.500 315.     5.069     2.040     0.646
     1.166     0.133     0.499 333.     4.940     2.172     1.752
     1.166     0.133     0.500 351.     7.687     3.139     1.770
     1.165     0.133     0.799   9.     3.443     1.148     1.400
     1.166     0.133     0.800  27.     6.826     1.609     0.657
     1.166     0.133     0.800  45.     4.679     1.636     1.321
     1.166     0.133     0.799  63.     6.610     1.821     0.760
     1.166     0.133     0.799  81.     6.780     1.751     0.731
     1.166     0.133     0.799  99.     6.529     2.047     0.774
     1.166     0.133     0.800 117.     6.384     2.107     1.107
     1.166     0.133     0.800 135.     7.698     2.056     1.494
     1.166     0.133     0.800 153.     2.683     1.315     2.024
     1.166     0.133     0.800 171.     5.103     2.026     1.518
     1.166     0.133     0.799 189.     3.094     1.197     1.805
     1.166     0.133     0.799 207.     3.931     1.486     0.565
     1.166     0.133     0.800 225.     9.350     2.819     1.419
     1.166     0.133     0.799 243.     7.851     2.177     0.544
     1.166     0.133     0.799 261.    12.161     2.593     0.543
     1.166     0.133     0.800 279.    10.316     2.502     1.534
     1.165     0.133     0.799 297.     6.062     1.681     0.800
     1.166     0.133     0.800 315.     6.346     1.496     0.355
     1.166     0.133     0.800 333.     3.828     1.339     0.328
     1.166     0.133     0.800 351.     4.261     1.506     2.581
     1.166     0.133     1.250   9.     1.068     0.534     0.280
     1.166     0.133     1.250  27.     3.443     1.148     0.420
     1.166     0.133     1.250  45.     2.983     1.218     0.515
     1.165     0.133     1.249  63.     1.698     0.850     0.236
     1.166     0.133     1.249  81.     6.403     1.600     0.402
     1.166     0.133     1.249  99.     2.844     1.161     0.279
     1.166     0.133     1.250 135.     2.661     1.086     0.323
     1.166     0.133     1.250 153.     7.347     2.120     0.567
     1.166     0.133     1.250 189.     1.674     0.768     0.287
     1.166     0.133     1.250 225.     2.543     1.272     0.428
     1.166     0.133     1.250 243.     2.169     0.970     0.474
     1.166     0.133     1.250 261.     4.507     1.360     0.928
     1.166     0.133     1.249 279.     3.630     1.462     1.535
     1.165     0.133     1.249 297.     3.142     1.111     0.635
     1.166     0.133     1.250 351.     3.414     1.207     0.488
     1.388     0.170     0.120   9.    30.128    11.389    10.633
     1.388     0.170     0.120  27.    23.810     8.894    12.610
     1.388     0.170     0.119  45.    30.526    10.082     6.304
     1.388     0.170     0.120  63.    17.475     8.739     4.152
     1.388     0.170     0.120  81.    24.001    10.562     7.291
     1.388     0.170     0.120 117.    20.738     9.279     7.363
     1.388     0.170     0.119 135.    15.357     8.867     3.694
     1.388     0.170     0.119 153.    19.210     8.593     9.925
     1.388     0.170     0.119 171.    17.284     9.985     3.995
     1.388     0.170     0.119 225.    15.534     8.968     2.991
     1.388     0.170     0.119 261.    24.940     9.432     8.809
     1.388     0.170     0.119 279.    24.971    10.200     7.725
     1.388     0.170     0.119 297.    16.154     9.326     5.009
     1.388     0.170     0.119 333.    19.592     7.889    10.490
     1.388     0.170     0.120 351.    47.110    14.206     7.242
     1.388     0.170     0.174  27.    29.762     9.412     6.027
     1.387     0.169     0.174  81.    16.393     8.031     6.100
     1.388     0.170     0.174 117.    36.749    13.891     9.871
     1.388     0.170     0.175 153.    29.905    11.306     4.202
     1.388     0.170     0.175 171.    24.112    12.062     4.689
     1.388     0.170     0.174 189.    25.401    11.360     7.186
     1.388     0.170     0.175 225.    23.698    11.851     4.286
     1.388     0.170     0.175 243.    35.714    13.504     4.222
     1.388     0.170     0.175 261.    27.152    10.264     2.780
     1.388     0.170     0.175 279.    36.112    12.769     5.489
     1.388     0.170     0.174 297.    24.908    11.144     4.954
     1.388     0.170     0.175 315.    15.884     7.103     5.625
     1.388     0.170     0.175 351.    23.412     9.560     7.412
     1.388     0.170     0.249   9.    12.535     4.738     5.255
     1.388     0.170     0.250  27.    16.743     4.834     3.330
     1.388     0.170     0.249  45.    17.030     5.389     2.147
     1.388     0.170     0.249  63.    23.093     6.965     3.361
     1.388     0.170     0.250  81.    16.106     5.053     4.375
     1.388     0.170     0.250  99.    23.714     6.339     1.806
     1.388     0.170     0.249 117.    25.353     8.020     2.260
     1.388     0.170     0.250 135.    17.841     6.667     3.279
     1.388     0.170     0.250 153.    26.245     7.577     2.726
     1.388     0.170     0.249 171.    12.724     6.361     1.798
     1.388     0.170     0.250 189.     7.479     4.318     0.543
     1.388     0.170     0.250 207.    27.200     8.139     1.876
     1.388     0.170     0.250 225.    18.844     7.856     7.331
     1.388     0.170     0.250 243.     6.648     3.837     0.961
     1.388     0.170     0.250 261.    20.802     5.922    10.254
     1.388     0.170     0.250 279.    21.247     6.665     5.752
     1.388     0.170     0.250 297.    11.750     4.797     1.509
     1.388     0.170     0.249 315.    33.677     7.152     4.050
     1.388     0.170     0.249 333.    17.030     5.136     3.570
     1.388     0.170     0.249 351.    17.953     5.986     3.148
     1.388     0.170     0.350   9.    22.616     6.045     3.863
     1.388     0.170     0.349  27.    14.146     4.472     3.091
     1.388     0.170     0.350  45.    26.388     7.052     3.174
     1.388     0.170     0.349  63.    27.582     7.600     3.527
     1.388     0.170     0.350  81.    21.438     5.537     1.527
     1.388     0.170     0.349  99.    14.534     5.085     3.436
     1.388     0.170     0.349 117.    29.921     9.023     3.444
     1.388     0.170     0.349 135.    19.496     6.896     1.517
     1.388     0.170     0.349 153.     8.976     4.396     2.168
     1.388     0.170     0.349 171.     9.174     5.153     2.698
     1.388     0.170     0.349 189.    18.478     6.533     4.835
     1.388     0.170     0.350 207.    14.348     5.857     1.899
     1.388     0.170     0.349 225.    13.468     6.734     1.670
     1.388     0.170     0.350 243.    12.863     5.251     1.189
     1.387     0.170     0.350 261.    24.701     6.602     4.141
     1.388     0.170     0.350 279.    23.905     6.901     1.918
     1.387     0.169     0.350 297.    25.083     6.707     3.858
     1.388     0.170     0.350 315.    23.841     5.782     1.946
     1.388     0.170     0.349 333.     9.279     3.788     3.086
     1.388     0.170     0.349 351.     8.306     4.068     1.183
     1.388     0.170     0.500   9.     5.575     1.970     2.129
     1.388     0.170     0.499  27.     9.032     2.505     1.915
     1.388     0.169     0.499  45.    12.061     3.344     1.258
     1.388     0.170     0.500  63.    16.091     4.133     1.795
     1.388     0.169     0.499  81.    18.096     3.762     0.927
     1.388     0.170     0.499  99.    18.271     4.176     3.137
     1.388     0.170     0.499 117.    15.448     4.657     1.779
     1.388     0.170     0.500 135.     3.317     1.864     1.776
     1.387     0.169     0.500 153.     7.593     2.835     1.790
     1.388     0.170     0.500 171.    10.398     3.734     2.795
     1.388     0.170     0.499 189.     8.674     2.777     1.291
     1.388     0.170     0.499 207.    11.195     3.412     0.931
     1.388     0.170     0.500 243.    14.701     3.774     2.239
     1.388     0.170     0.499 261.    10.663     3.189     4.027
     1.388     0.170     0.499 279.    22.807     5.079     3.745
     1.388     0.170     0.499 297.    17.587     3.840     1.352
     1.388     0.170     0.500 315.     8.884     2.529     1.650
     1.388     0.170     0.499 333.     8.375     2.524     1.566
     1.388     0.170     0.500 351.     7.167     2.534     2.007
     1.388     0.170     0.799   9.     5.706     1.345     1.069
     1.388     0.170     0.800  27.     5.402     1.343     1.087
     1.388     0.170     0.800  45.     9.035     2.072     1.260
     1.387     0.169     0.800  63.    14.660     2.476     1.035
     1.388     0.170     0.799  81.     9.032     1.910     0.656
     1.388     0.170     0.799  99.     8.615     2.104     0.606
     1.388     0.169     0.800 117.     8.394     2.313     1.322
     1.388     0.170     0.799 135.     1.827     1.011     1.053
     1.388     0.169     0.800 153.     5.276     1.765     2.110
     1.388     0.169     0.800 171.     8.061     2.160     1.846
     1.388     0.170     0.799 189.     5.489     1.471     1.491
     1.388     0.170     0.800 207.     7.509     1.857     0.915
     1.388     0.170     0.799 225.     4.141     1.690     1.151
     1.388     0.170     0.800 243.    10.665     2.384     0.866
     1.388     0.170     0.799 261.     7.202     1.924     0.259
     1.388     0.170     0.799 279.     4.951     1.635     0.934
     1.388     0.170     0.800 297.     7.713     1.717     1.095
     1.388     0.170     0.800 315.     4.999     1.277     0.841
     1.388     0.170     0.799 333.     7.020     1.693     2.163
     1.388     0.170     0.800 351.     8.728     1.903     0.694
     1.388     0.170     1.250   9.     2.365     0.789     0.630
     1.388     0.170     1.250  27.     1.876     0.766     0.214
     1.388     0.170     1.250  45.     2.944     1.186     1.337
     1.388     0.170     1.249  63.     3.471     1.136     1.052
     1.388     0.170     1.249  81.     6.786     1.490     0.563
     1.388     0.170     1.250  99.     3.339     1.129     0.816
     1.388     0.170     1.250 117.     1.918     0.959     0.400
     1.388     0.169     1.250 135.     2.480     0.990     1.277
     1.388     0.170     1.250 153.     1.690     0.976    10.191
     1.387     0.170     1.249 171.     4.050     1.432     0.466
     1.388     0.169     1.250 189.     3.759     1.134     0.766
     1.388     0.170     1.250 225.     2.440     1.220     0.440
     1.387     0.170     1.250 243.     2.683     1.119     0.470
     1.388     0.170     1.249 261.     4.603     1.347     0.863
     1.388     0.170     1.249 279.     5.002     1.569     1.205
     1.388     0.170     1.249 297.     3.061     0.980     0.391
     1.388     0.170     1.250 315.     1.016     0.543     0.739
     1.388     0.170     1.250 333.     2.973     1.098     0.994
     1.388     0.170     1.249 351.     3.560     1.126     0.558
     1.388     0.170     1.749  27.     2.737     1.102     0.600
     1.388     0.170     1.750  63.     5.356     1.547     0.350
     1.388     0.169     1.750 117.     1.561     0.901     0.280
     1.388     0.170     1.750 135.     1.048     0.605     0.152
     1.388     0.170     1.750 225.     1.650     0.953     0.381
     1.387     0.169     1.749 243.     1.250     0.722     0.789
     1.388     0.170     1.750 261.     1.806     0.903     0.545
     1.619     0.187     0.119  45.    47.778    18.048     6.040
     1.619     0.187     0.120  81.    20.786    12.003     4.257
     1.619     0.187     0.120 117.    24.462    14.127     4.041
     1.619     0.187     0.119 243.    21.629    12.490     2.932
     1.619     0.187     0.120 279.    35.062    15.682     7.881
     1.619     0.187     0.119 351.    21.438    12.379    13.805
     1.619     0.187     0.174  27.    17.730    10.237     1.958
     1.619     0.187     0.175  81.    26.674    15.408     2.355
     1.619     0.187     0.174  99.    22.314    12.888     5.212
     1.619     0.187     0.175 153.    28.727    16.584     3.988
     1.619     0.187     0.174 243.    35.587    17.794     6.930
     1.619     0.187     0.175 297.    27.247    15.734     4.816
     1.619     0.187     0.174 351.    22.711    13.118     3.799
     1.619     0.187     0.250  27.    16.027     6.544     2.626
     1.619     0.187     0.250  45.    19.146     7.818     4.103
     1.619     0.187     0.250  81.    19.290     7.770     5.868
     1.619     0.187     0.250  99.    15.508     7.754     1.999
     1.619     0.187     0.250 135.    23.507    10.517     6.729
     1.619     0.187     0.249 171.    24.446    12.226     3.853
     1.619     0.187     0.250 207.    15.214     7.608     4.838
     1.619     0.187     0.249 243.    19.003     8.504     5.446
     1.619     0.187     0.249 261.    29.173     9.729     8.929
     1.619     0.187     0.250 279.    15.198     7.598     6.314
     1.619     0.187     0.249 297.    13.235     6.482     6.288
     1.619     0.187     0.249 315.    24.383     8.130     4.485
     1.619     0.187     0.249 333.    15.230     5.757     3.134
     1.619     0.187     0.249 351.    26.308     9.306     4.803
     1.619     0.187     0.350   9.     8.087     4.670     1.044
     1.619     0.187     0.349  27.     9.968     4.983     2.933
     1.619     0.187     0.350  63.    24.940     8.820     3.314
     1.619     0.187     0.350  81.    15.145     6.772     4.779
     1.619     0.187     0.350  99.    14.114     7.057     1.551
     1.619     0.187     0.350 135.    16.568     8.289     1.857
     1.619     0.187     0.349 153.    23.650    10.582     3.789
     1.619     0.187     0.350 207.    21.406     8.742     2.496
     1.619     0.187     0.350 225.    15.691     9.059     2.645
     1.619     0.187     0.350 261.    11.122     6.247     3.492
     1.619     0.187     0.350 279.    18.446     8.251     8.372
     1.619     0.187     0.349 297.    23.619     8.354     4.846
     1.619     0.187     0.350 315.    14.550     5.940     3.998
     1.619     0.187     0.349 333.    16.297     6.164     1.733
     1.619     0.187     0.499   9.    15.164     4.205     1.679
     1.619     0.187     0.500  27.     4.716     2.357     0.823
     1.619     0.187     0.500  45.    10.273     3.882     2.067
     1.619     0.187     0.500  63.     8.648     3.742     3.476
     1.619     0.187     0.500  81.    14.357     4.539     2.225
     1.619     0.187     0.500  99.    13.613     5.144     2.585
     1.619     0.187     0.499 135.     7.113     3.995     2.126
     1.619     0.187     0.500 171.    12.435     5.561     2.104
     1.619     0.187     0.499 207.    13.509     4.776     1.579
     1.619     0.187     0.499 225.    13.323     5.553     2.257
     1.619     0.187     0.500 261.    15.683     5.228     1.649
     1.619     0.187     0.500 297.    11.741     4.151     2.454
     1.619     0.187     0.500 315.    16.202     4.187     1.533
     1.619     0.187     0.499 333.    16.393     4.385     2.276
     1.619     0.187     0.799   9.     2.168     1.085     0.470
     1.619     0.187     0.799  27.     3.592     1.467     0.605
     1.619     0.187     0.800  45.     7.592     2.400     1.545
     1.619     0.187     0.800  63.     5.577     2.107     1.142
     1.619     0.187     0.799  81.     9.228     2.559     1.297
     1.619     0.187     0.799  99.     5.922     2.418     0.676
     1.619     0.187     0.800 117.     7.832     3.264     1.544
     1.619     0.187     0.800 135.     4.171     2.087     0.629
     1.619     0.187     0.800 153.     7.709     2.914     0.927
     1.618     0.187     0.800 171.     5.231     2.136     1.193
     1.619     0.187     0.800 207.     5.069     2.112     1.627
     1.619     0.187     0.800 225.     8.983     3.175     1.574
     1.619     0.187     0.800 243.     8.330     2.776     0.970
     1.619     0.187     0.799 261.     6.061     2.473     1.677
     1.619     0.187     0.799 279.    12.537     3.476     1.559
     1.619     0.187     0.800 297.    12.306     2.823     1.016
     1.619     0.187     0.800 315.     5.995     1.779     0.599
     1.619     0.187     0.800 333.     7.584     2.398     1.730
     1.619     0.187     0.800 351.     2.884     1.413     1.878
     1.619     0.187     1.249  27.     1.607     0.928     0.172
     1.619     0.187     1.249  45.     3.051     1.342     0.714
     1.619     0.187     1.250  63.     6.508     2.169     0.985
     1.619     0.187     1.250 135.     2.225     1.285     0.496
     1.618     0.187     1.249 189.     2.873     1.318     0.921
     1.619     0.187     1.250 243.     3.212     1.473     0.293
     1.619     0.187     1.250 261.     5.056     1.888     1.341
     1.619     0.187     1.250 279.     2.644     1.485     0.686
     1.619     0.187     1.250 297.     3.067     1.349     1.196
     1.619     0.187     1.250 315.     3.244     1.226     0.472
     1.619     0.187     1.249 333.     2.422     1.186     0.641
     1.770     0.223     0.120   9.    12.019     6.010     6.570
     1.770     0.223     0.120  45.    27.995     7.969     4.864
     1.771     0.223     0.120  99.    20.722     7.327     2.376
     1.770     0.223     0.120 243.    33.295    10.533     9.643
     1.771     0.223     0.120 261.     8.556     4.940     0.939
     1.770     0.223     0.120 315.    22.250     7.417     5.287
     1.770     0.223     0.120 351.    21.550     8.149     7.900
     1.771     0.224     0.175   9.    29.682     9.390     4.881
     1.771     0.224     0.175  45.    19.226     7.269     3.349
     1.771     0.224     0.174  63.    12.917     6.325     5.572
     1.771     0.224     0.174  81.    16.791     6.860     4.767
     1.771     0.224     0.175  99.     7.636     4.409     3.088
     1.771     0.224     0.174 117.    26.149     9.888     2.876
     1.771     0.224     0.175 135.    11.437     6.603     1.794
     1.770     0.224     0.175 153.    10.157     5.706     8.946
     1.771     0.224     0.175 171.    20.451    10.232     2.313
     1.770     0.224     0.175 243.    12.484     6.242     4.670
     1.771     0.224     0.174 261.    16.011     6.538     2.971
     1.771     0.224     0.175 297.    21.008     7.942     5.254
     1.771     0.224     0.175 315.    19.847     6.557     4.601
     1.771     0.224     0.174 333.    11.793     5.661     3.215
     1.771     0.224     0.175 351.    19.051     7.783     6.240
     1.771     0.224     0.250   9.    32.372     6.013     2.599
     1.771     0.224     0.250  27.    17.284     4.151     3.277
     1.771     0.224     0.249  45.    11.494     3.761     2.521
     1.771     0.224     0.250  63.    17.109     4.942     2.309
     1.770     0.224     0.249  81.    25.417     5.660     2.744
     1.771     0.224     0.249  99.    20.388     5.072     4.775
     1.771     0.224     0.249 117.    19.321     6.059     7.294
     1.771     0.224     0.249 135.    15.906     5.252     2.114
     1.771     0.224     0.250 153.     4.787     2.690     1.276
     1.771     0.224     0.249 171.    15.292     5.779     3.412
     1.771     0.224     0.250 189.    13.140     4.380     1.589
     1.771     0.224     0.250 207.    10.921     4.078     4.020
     1.771     0.224     0.250 225.     9.010     4.130     2.523
     1.771     0.224     0.250 243.    17.714     4.884     5.566
     1.771     0.224     0.250 261.    16.488     4.728     3.732
     1.771     0.224     0.250 279.    18.032     5.437     6.387
     1.770     0.224     0.250 297.    15.161     4.377     1.199
     1.771     0.224     0.250 315.    21.486     4.689     2.870
     1.771     0.224     0.249 333.    17.985     4.498     5.058
     1.771     0.224     0.250 351.    16.138     4.662     3.619
     1.771     0.224     0.349   9.    12.489     3.579     3.928
     1.771     0.224     0.350  27.    10.745     3.189     1.932
     1.771     0.224     0.349  45.    20.404     4.950     3.998
     1.771     0.224     0.349  63.    19.321     5.133     3.207
     1.771     0.224     0.349  81.    24.383     5.432     2.706
     1.770     0.224     0.350  99.    18.494     5.131     1.755
     1.771     0.224     0.350 117.    26.849     7.399     7.511
     1.771     0.224     0.350 135.    16.950     4.896     1.579
     1.771     0.224     0.349 153.    19.274     5.153     1.759
     1.771     0.224     0.349 171.    13.118     4.899     3.782
     1.771     0.224     0.350 189.    10.343     3.544     2.338
     1.771     0.224     0.349 207.    12.944     4.197     2.278
     1.770     0.224     0.349 225.     8.809     3.939     2.171
     1.771     0.224     0.350 243.    15.834     4.773     5.120
     1.771     0.224     0.350 261.    20.229     5.408     2.368
     1.771     0.224     0.350 279.    20.881     6.030     2.418
     1.771     0.224     0.350 297.    21.247     4.985     2.137
     1.771     0.224     0.349 315.    22.584     4.517     3.008
     1.771     0.224     0.349 333.    21.184     4.861     2.201
     1.770     0.224     0.349 351.    13.972     4.033     3.493
     1.771     0.224     0.499   9.    15.333     2.710     1.802
     1.771     0.224     0.499  27.    14.940     2.720     2.916
     1.771     0.224     0.499  45.    20.658     3.702     1.814
     1.771     0.224     0.500  63.    17.046     3.333     1.019
     1.770     0.224     0.499  81.    21.613     3.419     2.128
     1.770     0.224     0.499  99.     9.834     2.596     2.873
     1.771     0.224     0.499 117.    13.909     3.570     1.916
     1.770     0.224     0.499 135.    13.218     3.005     0.978
     1.771     0.224     0.499 153.    11.862     2.903     3.104
     1.771     0.224     0.499 171.    12.716     3.228     1.217
     1.771     0.224     0.500 189.    11.298     2.558     0.576
     1.771     0.224     0.499 207.     7.757     2.262     0.986
     1.770     0.224     0.499 225.    13.017     3.237     1.708
     1.771     0.224     0.500 243.    11.122     2.771     2.278
     1.771     0.224     0.500 261.    13.409     3.151     2.015
     1.770     0.224     0.500 279.    13.638     3.291     1.611
     1.771     0.224     0.499 297.    25.019     3.729     1.366
     1.770     0.224     0.499 315.     6.888     1.768     1.588
     1.771     0.224     0.500 333.    11.937     2.604     2.615
     1.771     0.224     0.500 351.     8.012     2.141     0.908
     1.771     0.224     0.800   9.     5.820     1.142     0.599
     1.771     0.224     0.800  27.     8.343     1.424     0.911
     1.771     0.224     0.799  45.     7.834     1.644     1.733
     1.771     0.224     0.799  63.     6.478     1.448     1.872
     1.771     0.224     0.799  81.    11.981     1.822     0.688
     1.771     0.224     0.799  99.     6.449     1.509     1.378
     1.771     0.224     0.800 117.     4.399     1.362     1.590
     1.771     0.224     0.800 135.     8.096     1.687     0.785
     1.771     0.224     0.800 153.     6.049     1.553     0.710
     1.771     0.224     0.799 171.     6.720     1.684     0.591
     1.771     0.224     0.800 189.     5.911     1.308     1.233
     1.771     0.224     0.800 207.     6.021     1.517     0.598
     1.771     0.224     0.800 225.     8.292     1.846     1.211
     1.770     0.224     0.800 243.    11.259     1.985     1.296
     1.771     0.224     0.799 261.    11.719     2.180     0.859
     1.770     0.224     0.799 279.    13.934     2.489     0.554
     1.770     0.224     0.800 297.     8.486     1.496     2.513
     1.770     0.224     0.800 315.     6.689     1.272     1.217
     1.771     0.224     0.799 333.     6.323     1.380     0.724
     1.771     0.224     0.799 351.     9.108     1.609     0.599
     1.771     0.224     1.249   9.     2.207     0.609     0.578
     1.771     0.224     1.249  27.     3.320     0.857     0.568
     1.771     0.224     1.249  45.     4.530     1.204     0.895
     1.771     0.224     1.249  63.     5.680     1.339     1.085
     1.771     0.224     1.249  81.     6.546     1.195     0.298
     1.771     0.224     1.249  99.     3.915     0.959     0.309
     1.771     0.224     1.249 117.     7.843     1.671     0.598
     1.770     0.224     1.249 135.     4.628     1.205     0.380
     1.771     0.224     1.250 153.     2.403     0.877     0.401
     1.771     0.224     1.250 171.     1.970     0.904     0.384
     1.771     0.224     1.249 189.     3.457     1.019     1.176
     1.771     0.224     1.250 207.     1.268     0.732     0.550
     1.771     0.224     1.250 225.     2.161     0.901     0.968
     1.771     0.224     1.249 243.     5.176     1.195     1.152
     1.770     0.224     1.250 261.     5.023     1.250     0.585
     1.770     0.224     1.249 279.     5.473     1.321     1.164
     1.771     0.224     1.249 297.     6.207     1.241     0.765
     1.770     0.224     1.249 315.     4.326     1.006     0.944
     1.771     0.224     1.250 333.     4.528     1.150     1.044
     1.771     0.224     1.250 351.     3.088     0.846     0.394
     1.771     0.224     1.750  27.     1.232     0.616     0.425
     1.771     0.224     1.750  45.     2.771     1.035     0.756
     1.771     0.224     1.750  63.     1.932     0.731     0.276
     1.771     0.224     1.750  81.     2.943     0.787     0.439
     1.770     0.224     1.749  99.     1.357     0.622     0.251
     1.771     0.224     1.750 117.     2.050     0.917     0.752
     1.771     0.224     1.749 135.     2.653     0.897     0.586
     1.771     0.224     1.750 153.     2.117     0.865     0.506
     1.771     0.224     1.750 243.     1.803     0.736     0.757
     1.771     0.224     1.750 261.     5.120     1.322     0.542
     1.771     0.224     1.750 279.     1.919     0.726     0.516
     1.771     0.224     1.749 297.     1.465     0.602     0.405
     1.771     0.224     1.749 315.     2.652     0.839     1.042
     1.771     0.224     1.750 333.     2.951     1.116     0.928
     1.878     0.271     0.249   9.    47.667    11.561     8.841
     1.878     0.271     0.250  27.    47.651    11.558     3.339
     1.878     0.271     0.250  45.    18.494     7.253     7.897
     1.878     0.271     0.249  63.    12.467     7.197     5.254
     1.878     0.271     0.250  81.     9.516     5.494     2.174
     1.878     0.271     0.249  99.    18.000     6.809     2.650
     1.878     0.271     0.249 117.    47.126    12.989     8.797
     1.878     0.271     0.249 135.    13.691     7.905     1.884
     1.878     0.271     0.250 153.    19.767     8.072     3.592
     1.878     0.271     0.249 171.    22.329    12.900     4.278
     1.878     0.271     0.249 189.    13.027     7.522     1.798
     1.878     0.271     0.250 225.    20.006     8.949     6.798
     1.878     0.271     0.249 243.    24.048     8.415     4.666
     1.878     0.271     0.250 261.    36.892    11.669     3.312
     1.878     0.271     0.250 297.    20.260     7.662     3.406
     1.878     0.271     0.250 333.    31.783    10.598     5.836
     1.878     0.271     0.350   9.    15.352     6.018     4.857
     1.878     0.271     0.349  27.    28.568     8.249     3.731
     1.878     0.271     0.350  45.    21.502     8.126     4.714
     1.878     0.271     0.350  63.    28.505    10.651     3.901
     1.878     0.271     0.350  81.    40.664    10.805     4.261
     1.878     0.271     0.349  99.    11.403     5.585     1.313
     1.878     0.271     0.349 117.    12.392     7.154     2.336
     1.878     0.271     0.350 135.    40.919    12.339     4.332
     1.878     0.271     0.350 171.    14.996     8.658     3.595
     1.878     0.271     0.350 225.    15.734     7.705     7.327
